cidade,area,quartos,banheiro,garagens,andar,animal,mobilia,condominio_reais,iptu,seguro_incendio
São Paulo,127,2,3,3,3,acept,not furnished,2300,500,42
São Paulo,54,2,1,1,4,not acept,not furnished,570,10,26
São Paulo,200,3,3,2,7,acept,not furnished,3000,770,51
São Paulo,150,3,1,0,3,not acept,not furnished,200,12,54
São Paulo,200,3,2,3,-,acept,not furnished,0,334,44
São Paulo,35,1,1,1,5,not acept,furnished,444,124,42
Campinas,212,4,1,2,-,acept,not furnished,0,88,23
Belo Horizonte,107,3,2,2,2,acept,furnished,585,184,32
São Paulo,36,1,1,0,11,acept,not furnished,359,70,27
São Paulo,178,3,4,4,6,acept,furnished,2700,667,130
São Paulo,84,2,2,1,14,acept,not furnished,782,145,68
Porto Alegre,43,1,1,1,14,acept,not furnished,1100,67,27
Rio de Janeiro,380,3,4,3,13,not acept,furnished,3000,2500,194
Rio de Janeiro,180,4,2,2,3,not acept,not furnished,2043,409,97
Belo Horizonte,45,1,1,0,-,not acept,not furnished,75,50,14
Porto Alegre,200,2,3,2,12,acept,furnished,1800,500,187
São Paulo,342,5,6,5,-,not acept,not furnished,0,422,91
Rio de Janeiro,152,4,2,1,7,acept,furnished,1944,357,46
São Paulo,150,3,2,0,-,acept,not furnished,0,150,38
São Paulo,150,3,3,2,7,acept,not furnished,1300,200,44
São Paulo,140,3,2,2,2,acept,not furnished,1480,167,47
São Paulo,35,1,1,0,-,not acept,not furnished,0,84,17
São Paulo,183,4,3,4,3,acept,not furnished,2380,192,76
São Paulo,101,3,2,2,6,not acept,not furnished,1205,316,67
São Paulo,90,2,1,0,1,not acept,not furnished,500,25,35
São Paulo,135,3,2,0,3,acept,not furnished,1400,317,58
São Paulo,200,4,2,1,-,not acept,not furnished,0,334,38
São Paulo,59,2,1,1,3,not acept,not furnished,270,417,18
Rio de Janeiro,160,4,3,2,2,acept,not furnished,1550,375,80
São Paulo,127,3,2,1,10,acept,not furnished,1393,172,78
Rio de Janeiro,140,3,2,2,4,acept,not furnished,1450,169,35
São Paulo,55,2,1,0,5,not acept,not furnished,337,0,20
São Paulo,380,4,5,5,2,acept,not furnished,6500,1125,44
São Paulo,264,3,5,0,-,acept,not furnished,0,488,91
São Paulo,120,3,3,2,6,acept,not furnished,1800,134,44
São Paulo,280,3,4,3,4,not acept,not furnished,4200,1250,97
Campinas,70,2,1,1,2,not acept,not furnished,600,1,23
São Paulo,38,1,1,1,13,acept,furnished,300,0,31
São Paulo,244,4,3,4,2,acept,not furnished,3460,1000,89
Rio de Janeiro,148,3,2,2,1,acept,not furnished,1422,279,52
Campinas,60,1,1,1,14,acept,not furnished,583,49,14
São Paulo,103,3,2,2,4,acept,furnished,1100,209,96
Porto Alegre,50,1,1,0,3,acept,not furnished,270,23,9
São Paulo,300,4,2,4,27,acept,not furnished,2960,875,128
São Paulo,92,3,2,2,-,not acept,not furnished,150,198,34
Porto Alegre,83,2,2,1,5,acept,not furnished,450,67,21
São Paulo,210,3,2,3,-,acept,not furnished,0,0,71
São Paulo,186,4,5,4,11,acept,not furnished,1550,1480,52
Belo Horizonte,160,3,3,3,-,not acept,not furnished,0,350,74
São Paulo,178,2,4,2,2,acept,not furnished,2300,891,89
São Paulo,82,3,2,2,2,acept,not furnished,1100,159,20
São Paulo,375,4,4,4,22,not acept,not furnished,4916,3025,60
São Paulo,178,3,4,4,18,acept,not furnished,2650,125,127
São Paulo,220,3,4,4,2,acept,not furnished,3167,1084,70
São Paulo,62,3,2,1,4,acept,not furnished,400,75,17
Belo Horizonte,96,3,1,1,11,acept,furnished,575,154,30
Porto Alegre,64,2,1,0,1,acept,not furnished,300,42,26
Porto Alegre,55,2,1,1,-,acept,furnished,0,34,24
São Paulo,69,2,1,0,8,acept,not furnished,1100,0,21
São Paulo,45,1,1,1,-,acept,not furnished,0,59,20
Campinas,50,1,1,0,11,not acept,not furnished,430,20,9
São Paulo,52,2,1,0,3,acept,not furnished,0,0,17
Campinas,65,2,1,1,3,acept,not furnished,420,53,16
Rio de Janeiro,71,2,1,1,2,acept,not furnished,950,190,41
São Paulo,54,2,1,1,1,acept,not furnished,280,0,28
São Paulo,105,3,3,1,5,acept,not furnished,980,0,28
Campinas,69,2,1,1,7,not acept,not furnished,485,60,13
Rio de Janeiro,70,2,1,1,3,acept,not furnished,800,44,17
São Paulo,55,2,1,0,-,acept,not furnished,0,75,31
Rio de Janeiro,56,2,1,0,4,acept,not furnished,502,0,20
Belo Horizonte,520,5,5,2,15,not acept,not furnished,1870,780,200
Rio de Janeiro,75,2,1,0,3,acept,not furnished,888,267,25
São Paulo,155,4,5,3,14,not acept,not furnished,1850,625,77
São Paulo,237,4,3,4,4,not acept,not furnished,3100,1042,64
Porto Alegre,180,2,2,1,4,acept,not furnished,170,25,30
São Paulo,150,3,2,1,-,acept,not furnished,0,0,22
Rio de Janeiro,95,3,2,1,3,acept,not furnished,1000,268,29
Campinas,209,3,3,2,-,not acept,not furnished,593,237,39
São Paulo,37,1,1,1,18,not acept,not furnished,676,112,39
São Paulo,350,7,4,2,-,acept,not furnished,0,292,70
Rio de Janeiro,160,3,2,1,4,acept,not furnished,1910,529,58
São Paulo,179,3,2,2,5,acept,not furnished,2080,443,127
São Paulo,220,4,5,3,14,acept,furnished,2050,750,153
São Paulo,248,3,4,3,2,acept,not furnished,4325,1521,68
São Paulo,490,3,5,4,-,acept,not furnished,0,2270,151
São Paulo,73,2,1,1,12,acept,not furnished,450,83,19
São Paulo,110,1,3,2,6,acept,not furnished,1500,417,102
São Paulo,73,3,2,2,1,acept,not furnished,760,283,32
São Paulo,39,1,1,1,15,acept,furnished,356,60,28
Belo Horizonte,268,4,2,4,1,not acept,not furnished,975,381,40
Rio de Janeiro,57,1,1,1,2,acept,furnished,2480,800,32
São Paulo,265,3,3,2,-,acept,furnished,0,1167,131
Campinas,150,4,2,0,-,acept,not furnished,0,184,38
São Paulo,100,4,3,2,2,acept,not furnished,1027,369,32
Rio de Janeiro,180,3,4,2,7,acept,furnished,1210,369,194
Rio de Janeiro,300,3,2,0,5,acept,not furnished,3000,709,39
São Paulo,107,2,1,0,1,acept,not furnished,480,55,63
São Paulo,260,4,4,2,5,acept,furnished,2570,584,56
Campinas,67,3,1,1,9,acept,not furnished,447,26,16
São Paulo,156,3,4,3,8,acept,not furnished,1600,305,54
Porto Alegre,37,1,1,0,3,acept,not furnished,270,23,10
São Paulo,386,4,6,4,-,acept,not furnished,6700,667,64
São Paulo,600,5,7,5,-,acept,not furnished,0,155,79
São Paulo,68,2,1,1,15,acept,not furnished,520,9,29
Rio de Janeiro,250,3,2,2,-,acept,not furnished,0,542,183
Rio de Janeiro,140,3,2,1,7,acept,not furnished,1400,250,55
São Paulo,130,3,2,2,-,acept,furnished,0,0,46
Belo Horizonte,60,2,1,1,12,not acept,not furnished,285,20,14
Rio de Janeiro,130,3,2,1,9,acept,furnished,2000,650,113
São Paulo,130,3,2,2,-,acept,not furnished,0,299,52
Belo Horizonte,100,3,2,0,-,acept,not furnished,0,125,26
Porto Alegre,148,3,2,2,3,acept,furnished,2200,167,59
Belo Horizonte,350,7,5,4,-,acept,not furnished,0,357,123
São Paulo,78,2,1,0,1,acept,not furnished,280,0,20
Rio de Janeiro,50,2,2,1,5,acept,not furnished,440,50,19
Belo Horizonte,305,4,3,3,14,acept,not furnished,2500,660,120
Porto Alegre,50,2,1,1,-,not acept,not furnished,0,35,18
São Paulo,110,3,2,2,11,acept,not furnished,1179,205,45
São Paulo,250,3,4,3,-,acept,not furnished,0,430,54
Rio de Janeiro,388,4,4,1,2,not acept,not furnished,6047,104,194
Rio de Janeiro,60,1,1,1,1,acept,not furnished,650,110,28
São Paulo,174,3,4,3,6,acept,not furnished,2200,814,172
São Paulo,110,2,1,0,8,acept,not furnished,1100,84,17
São Paulo,78,1,2,1,10,not acept,not furnished,900,167,31
Porto Alegre,110,1,2,1,4,acept,not furnished,540,179,30
São Paulo,87,2,1,1,5,acept,not furnished,800,46,16
São Paulo,296,3,4,4,2,acept,not furnished,1860,0,113
Porto Alegre,45,1,1,1,18,not acept,not furnished,450,100,30
São Paulo,23,1,1,0,1,acept,not furnished,423,0,21
Campinas,58,2,1,1,1,acept,furnished,400,60,31
Rio de Janeiro,70,1,1,1,4,acept,not furnished,1065,255,46
São Paulo,56,3,1,0,11,acept,furnished,296,30,25
São Paulo,35,5,1,0,-,acept,not furnished,0,200,38
Rio de Janeiro,145,3,3,2,4,not acept,not furnished,4000,0,155
Belo Horizonte,650,7,6,3,-,acept,not furnished,0,1250,214
São Paulo,50,2,2,1,1,acept,not furnished,450,23,17
Porto Alegre,80,2,2,2,21,acept,not furnished,1380,163,54
São Paulo,100,2,1,1,11,acept,not furnished,1173,120,51
Campinas,45,2,1,1,1,acept,not furnished,300,0,12
São Paulo,100,3,2,1,3,acept,not furnished,285,100,25
Belo Horizonte,45,1,1,1,4,not acept,furnished,1550,198,46
São Paulo,28,1,1,0,6,acept,furnished,280,22,32
São Paulo,300,3,3,5,-,acept,not furnished,0,834,82
São Paulo,54,2,2,1,8,not acept,not furnished,769,216,28
São Paulo,200,3,2,2,-,acept,not furnished,0,250,68
São Paulo,65,2,1,0,3,acept,not furnished,654,9,15
Porto Alegre,88,2,2,1,3,acept,not furnished,550,800,31
São Paulo,45,1,1,0,11,acept,not furnished,325,55,19
São Paulo,240,4,4,3,9,acept,not furnished,2500,834,28
São Paulo,121,3,3,1,12,acept,not furnished,800,334,26
São Paulo,73,2,2,1,13,acept,not furnished,700,150,16
São Paulo,69,2,2,2,5,acept,not furnished,853,210,25
São Paulo,86,3,2,2,10,acept,furnished,550,190,37
Rio de Janeiro,25,1,1,0,3,acept,not furnished,561,0,7
Porto Alegre,98,2,2,0,2,acept,not furnished,310,38,17
Rio de Janeiro,40,1,1,0,2,acept,not furnished,480,0,24
São Paulo,19,1,1,0,-,not acept,not furnished,0,41,16
Campinas,55,1,1,1,2,acept,not furnished,363,45,9
Belo Horizonte,247,4,2,1,-,acept,not furnished,0,264,43
São Paulo,69,2,2,1,3,acept,not furnished,810,18,18
Belo Horizonte,85,3,2,1,3,acept,not furnished,250,73,20
Porto Alegre,140,3,1,0,8,acept,not furnished,900,150,30
Belo Horizonte,400,3,3,2,-,acept,not furnished,0,0,79
Porto Alegre,30,1,1,0,2,acept,furnished,280,42,19
Belo Horizonte,44,2,1,1,3,acept,not furnished,296,60,14
Belo Horizonte,70,2,3,1,12,acept,furnished,700,165,33
Rio de Janeiro,145,3,2,1,3,acept,not furnished,3300,700,116
São Paulo,112,3,2,3,-,acept,not furnished,0,32,50
São Paulo,25,1,1,0,1,not acept,not furnished,0,35,16
Rio de Janeiro,120,3,1,0,3,not acept,not furnished,800,234,58
São Paulo,250,3,4,4,-,acept,furnished,0,0,64
São Paulo,35,1,1,1,6,acept,not furnished,542,99,27
São Paulo,62,2,2,1,1,not acept,furnished,684,227,64
Porto Alegre,140,3,1,1,11,acept,furnished,1000,166,65
São Paulo,140,3,2,2,-,acept,not furnished,0,51,31
São Paulo,83,3,1,1,3,acept,not furnished,180,0,32
Porto Alegre,55,1,1,1,10,not acept,furnished,620,104,52
São Paulo,94,1,2,2,2,not acept,furnished,1356,384,165
Belo Horizonte,210,3,3,3,1,acept,not furnished,400,242,56
São Paulo,120,3,2,2,-,acept,not furnished,0,323,31
São Paulo,305,4,3,4,6,acept,furnished,3428,2134,140
São Paulo,175,3,5,1,-,acept,not furnished,0,390,89
São Paulo,54,2,1,1,1,acept,not furnished,990,0,10
São Paulo,50,2,1,1,25,acept,furnished,428,71,50
São Paulo,98,3,3,2,-,acept,not furnished,0,0,38
São Paulo,146,3,4,2,8,acept,furnished,1800,592,140
Porto Alegre,72,2,2,2,6,acept,not furnished,400,88,36
Belo Horizonte,120,3,2,2,4,not acept,not furnished,350,81,20
Belo Horizonte,45,2,1,1,1,acept,not furnished,0,0,12
São Paulo,856,5,7,6,4,acept,not furnished,7500,5000,127
São Paulo,130,2,4,4,5,not acept,not furnished,1300,411,35
São Paulo,120,3,3,1,4,acept,not furnished,1015,0,37
Belo Horizonte,70,2,1,1,4,acept,furnished,600,125,20
Rio de Janeiro,590,6,6,2,-,acept,furnished,750,975,122
São Paulo,52,2,1,1,7,acept,not furnished,540,63,17
Porto Alegre,67,3,2,1,3,acept,not furnished,350,60,18
São Paulo,84,4,1,3,5,not acept,not furnished,1914,804,77
São Paulo,38,1,1,0,19,not acept,not furnished,583,46,13
Rio de Janeiro,96,2,2,2,7,acept,furnished,1320,434,97
Rio de Janeiro,65,2,1,1,16,acept,not furnished,560,125,13
Porto Alegre,54,1,1,0,2,acept,not furnished,400,25,15
Porto Alegre,45,1,1,0,4,acept,furnished,200,55,25
São Paulo,49,1,1,1,10,acept,not furnished,480,42,45
Campinas,220,3,5,3,4,not acept,furnished,2000,417,101
São Paulo,127,2,2,2,5,acept,not furnished,1550,361,70
Porto Alegre,88,3,2,0,2,acept,not furnished,520,31,25
São Paulo,100,2,3,1,4,acept,furnished,1200,42,24
São Paulo,97,2,2,0,1,acept,not furnished,1200,0,71
São Paulo,80,3,2,2,6,acept,not furnished,1219,90,47
São Paulo,162,3,2,2,7,acept,furnished,1250,42,102
São Paulo,198,4,2,0,-,acept,not furnished,0,500,61
São Paulo,80,2,2,2,-,acept,not furnished,50,173,28
Campinas,76,1,1,1,1,not acept,furnished,969,130,32
São Paulo,300,3,2,2,-,acept,not furnished,0,1417,49
Rio de Janeiro,180,3,2,2,10,not acept,not furnished,2000,100,91
Rio de Janeiro,84,3,3,1,12,acept,furnished,1500,229,50
São Paulo,125,3,3,2,4,acept,not furnished,1550,650,39
Rio de Janeiro,150,4,3,3,5,acept,not furnished,1609,525,97
Belo Horizonte,120,3,3,2,-,acept,not furnished,0,125,39
São Paulo,50,1,1,1,17,not acept,furnished,728,100,45
São Paulo,17,1,1,0,1,not acept,furnished,300,50,27
São Paulo,180,2,3,2,9,acept,not furnished,2000,604,75
Campinas,75,2,2,1,11,acept,not furnished,500,75,16
São Paulo,235,3,3,1,3,acept,not furnished,2585,575,66
Rio de Janeiro,70,2,2,1,3,acept,not furnished,690,0,11
Porto Alegre,52,2,1,1,1,not acept,not furnished,205,18,11
Belo Horizonte,70,3,1,0,3,not acept,not furnished,275,104,16
São Paulo,98,3,3,2,6,acept,not furnished,1100,334,27
Rio de Janeiro,40,1,1,1,11,not acept,furnished,575,128,33
Belo Horizonte,80,3,1,1,-,acept,not furnished,0,138,46
Campinas,200,4,3,2,1,acept,not furnished,1150,209,44
Belo Horizonte,210,4,3,3,3,acept,not furnished,360,150,44
Porto Alegre,67,1,1,0,2,acept,not furnished,220,25,14
Rio de Janeiro,26,1,1,0,1,acept,not furnished,0,167,28
Belo Horizonte,160,3,3,2,4,acept,not furnished,150,244,32
Rio de Janeiro,26,1,1,0,2,acept,furnished,380,61,30
São Paulo,98,3,2,2,-,acept,not furnished,410,25,35
São Paulo,120,3,2,3,16,acept,not furnished,1400,292,26
São Paulo,70,2,2,1,2,not acept,furnished,2274,437,38
São Paulo,17,1,1,0,1,acept,not furnished,0,5,35
Porto Alegre,225,3,3,2,3,acept,not furnished,1100,192,56
São Paulo,60,1,2,1,-,acept,not furnished,0,30,23
São Paulo,50,1,1,0,-,not acept,not furnished,0,84,19
São Paulo,320,4,4,0,20,acept,not furnished,1200,1750,63
São Paulo,260,3,4,2,-,acept,not furnished,0,876,115
Campinas,44,1,1,0,4,acept,not furnished,417,23,7
Belo Horizonte,40,2,1,0,11,not acept,not furnished,330,0,15
Campinas,74,3,2,1,10,acept,not furnished,700,120,23
Rio de Janeiro,70,2,2,1,3,acept,not furnished,990,122,48
São Paulo,140,2,1,0,13,acept,not furnished,900,0,28
Rio de Janeiro,270,4,2,1,16,not acept,not furnished,1800,750,97
Rio de Janeiro,84,3,1,1,1,acept,not furnished,600,57,20
São Paulo,217,3,4,1,10,acept,not furnished,2200,458,115
São Paulo,70,2,1,0,-,acept,not furnished,0,163,20
Campinas,245,4,3,2,9,acept,not furnished,2100,167,134
São Paulo,383,4,4,5,11,not acept,not furnished,2189,709,39
Porto Alegre,76,3,2,1,9,acept,not furnished,550,59,24
Rio de Janeiro,189,3,2,2,9,acept,not furnished,2500,489,110
São Paulo,114,1,1,1,6,acept,not furnished,987,208,36
São Paulo,33,1,1,1,1,not acept,furnished,1512,313,19
Campinas,136,3,2,1,6,acept,not furnished,545,87,17
Campinas,104,3,1,0,3,not acept,not furnished,600,69,9
São Paulo,700,5,7,8,-,acept,furnished,0,1800,91
São Paulo,200,3,2,3,14,acept,furnished,3000,667,102
São Paulo,41,1,1,1,10,not acept,not furnished,900,100,45
Campinas,80,3,1,4,-,acept,not furnished,0,0,83
São Paulo,48,1,1,1,2,acept,furnished,530,71,22
Campinas,72,2,1,0,2,not acept,not furnished,606,60,10
Rio de Janeiro,25,1,1,2,6,not acept,furnished,540,42,22
São Paulo,102,3,2,2,1,acept,not furnished,1300,340,25
Rio de Janeiro,300,4,2,0,-,acept,not furnished,219,280,99
São Paulo,330,4,5,4,13,acept,not furnished,2870,1119,127
Rio de Janeiro,110,3,2,1,2,acept,not furnished,800,155,28
São Paulo,20,1,1,0,5,acept,furnished,602,130,23
Porto Alegre,360,3,1,4,-,acept,not furnished,0,417,50
Campinas,109,3,1,1,11,acept,not furnished,903,146,15
Rio de Janeiro,160,3,2,1,11,acept,not furnished,1860,275,61
São Paulo,35,1,1,0,1,not acept,not furnished,0,0,17
Campinas,87,3,2,1,12,acept,furnished,870,100,19
Belo Horizonte,200,3,6,4,9,acept,not furnished,1867,731,54
São Paulo,70,1,1,0,-,not acept,not furnished,0,163,17
São Paulo,250,3,3,2,3,acept,not furnished,1900,500,121
São Paulo,326,3,4,4,12,acept,not furnished,2808,1605,83
Belo Horizonte,130,3,2,1,2,acept,not furnished,747,122,34
Porto Alegre,240,3,3,1,-,acept,not furnished,0,392,72
Porto Alegre,41,1,1,1,6,acept,not furnished,400,17,31
São Paulo,49,1,1,2,8,acept,furnished,2000,217,102
São Paulo,251,4,4,3,10,acept,not furnished,2700,1250,54
Belo Horizonte,320,4,5,4,6,not acept,not furnished,3480,940,67
São Paulo,103,3,1,3,2,acept,not furnished,1054,94,44
São Paulo,210,4,3,3,11,acept,not furnished,1250,750,51
Campinas,600,4,6,3,-,acept,not furnished,1123,819,83
São Paulo,177,3,3,4,-,acept,not furnished,0,330,61
São Paulo,202,4,3,4,5,acept,not furnished,4308,1896,153
Rio de Janeiro,78,2,1,1,8,acept,furnished,615,71,13
Rio de Janeiro,50,1,1,0,2,acept,furnished,564,100,25
São Paulo,274,2,3,4,-,acept,not furnished,0,323,46
São Paulo,160,4,5,3,2,acept,furnished,1623,834,49
Belo Horizonte,308,2,3,3,-,acept,not furnished,0,171,33
Rio de Janeiro,70,2,2,1,10,acept,furnished,1800,250,55
São Paulo,45,1,1,1,2,acept,not furnished,565,0,30
Belo Horizonte,50,2,1,1,1,acept,not furnished,300,68,15
Porto Alegre,185,3,4,2,-,acept,not furnished,164,74,52
São Paulo,540,3,3,4,9,acept,not furnished,6200,3500,191
Rio de Janeiro,72,2,1,0,7,acept,not furnished,740,85,25
São Paulo,108,2,4,2,7,acept,not furnished,1289,522,58
São Paulo,63,2,2,1,-,acept,not furnished,0,79,29
Rio de Janeiro,32,1,1,0,8,acept,not furnished,574,66,19
São Paulo,280,3,1,2,-,acept,not furnished,0,113,91
Porto Alegre,96,3,2,0,2,acept,not furnished,408,84,31
Campinas,68,2,1,1,2,acept,not furnished,400,60,17
São Paulo,165,3,3,4,9,acept,not furnished,2000,584,64
São Paulo,102,3,3,2,15,acept,not furnished,1100,150,51
Belo Horizonte,120,4,3,2,4,acept,not furnished,0,0,44
Rio de Janeiro,30,1,1,0,7,acept,not furnished,700,58,20
São Paulo,240,3,4,3,7,acept,furnished,4000,1167,108
Rio de Janeiro,16,1,1,0,9,acept,furnished,480,0,18
Porto Alegre,42,1,1,0,4,acept,not furnished,400,33,18
São Paulo,61,1,1,0,1,not acept,furnished,437,0,35
São Paulo,220,2,4,3,26,not acept,not furnished,2000,834,165
São Paulo,65,2,2,1,20,acept,furnished,1800,177,63
Campinas,50,1,1,1,10,not acept,not furnished,718,13,21
São Paulo,60,2,2,1,22,not acept,furnished,550,0,51
São Paulo,156,3,4,3,7,not acept,not furnished,1417,500,64
São Paulo,60,1,1,1,6,acept,not furnished,683,0,27
Rio de Janeiro,90,3,1,0,4,acept,not furnished,370,109,37
São Paulo,57,2,2,2,5,acept,not furnished,834,190,20
Rio de Janeiro,135,4,2,2,13,acept,furnished,1300,467,84
São Paulo,200,4,2,3,1,not acept,not furnished,910,267,31
São Paulo,240,3,3,4,22,acept,not furnished,3538,1975,153
Porto Alegre,112,3,3,2,1,acept,not furnished,1000,234,44
Porto Alegre,113,3,2,3,4,acept,not furnished,599,100,33
Campinas,40,1,1,1,2,not acept,not furnished,1300,0,13
Belo Horizonte,90,2,3,2,15,acept,not furnished,1054,196,28
Campinas,110,3,3,2,-,acept,not furnished,560,88,56
Campinas,197,3,4,4,8,acept,not furnished,1700,500,115
São Paulo,200,2,2,1,10,acept,furnished,2700,600,121
São Paulo,40,1,1,1,16,not acept,not furnished,900,183,39
São Paulo,45,1,1,0,-,acept,not furnished,0,76,23
Rio de Janeiro,60,2,1,1,4,acept,not furnished,750,0,17
Belo Horizonte,90,3,2,2,7,not acept,not furnished,1080,348,34
São Paulo,74,2,1,2,9,acept,furnished,1100,424,84
Porto Alegre,70,2,1,0,-,acept,not furnished,350,42,19
Rio de Janeiro,300,4,4,2,1,acept,not furnished,2500,1275,104
São Paulo,170,3,2,2,-,acept,not furnished,0,267,68
Rio de Janeiro,115,2,2,1,5,not acept,furnished,2500,625,110
Campinas,76,3,2,1,4,acept,not furnished,547,97,13
Belo Horizonte,93,3,2,0,17,acept,not furnished,620,99,24
Rio de Janeiro,450,4,5,3,11,not acept,not furnished,2600,825,97
São Paulo,119,2,1,1,-,not acept,not furnished,0,84,26
São Paulo,50,1,1,0,8,not acept,not furnished,470,0,25
São Paulo,176,3,4,3,4,acept,not furnished,1600,775,83
Rio de Janeiro,90,3,3,1,3,acept,not furnished,800,167,26
São Paulo,181,4,5,3,5,acept,not furnished,2100,579,33
São Paulo,51,2,1,1,2,acept,not furnished,720,5,47
Porto Alegre,120,3,3,2,5,acept,not furnished,800,167,44
São Paulo,65,1,1,0,3,not acept,not furnished,185,63,17
Porto Alegre,50,2,2,1,4,acept,not furnished,270,34,19
Rio de Janeiro,98,2,2,1,7,not acept,furnished,1600,225,46
São Paulo,168,4,3,3,7,acept,not furnished,1900,768,45
São Paulo,57,2,2,2,10,acept,not furnished,900,2,25
Belo Horizonte,325,5,4,7,-,acept,furnished,0,417,146
São Paulo,41,1,1,1,14,not acept,not furnished,707,36,39
São Paulo,60,2,2,2,-,acept,not furnished,170,67,30
São Paulo,250,4,5,2,17,acept,furnished,2000,9,153
Rio de Janeiro,140,3,2,2,7,acept,furnished,2320,543,96
Rio de Janeiro,150,2,3,4,6,acept,not furnished,1700,700,52
São Paulo,34,1,1,1,4,not acept,not furnished,475,77,28
Belo Horizonte,60,2,1,1,2,acept,not furnished,275,97,16
Porto Alegre,37,1,1,1,2,acept,not furnished,500,0,37
São Paulo,72,3,2,1,12,acept,not furnished,880,114,24
São Paulo,340,5,4,2,7,acept,not furnished,220000,1000,153
São Paulo,20,1,1,0,3,acept,furnished,402,68,36
São Paulo,200,4,3,2,8,acept,not furnished,2744,1615,52
Belo Horizonte,180,3,3,3,4,acept,not furnished,331,227,56
Campinas,38,1,1,0,8,acept,not furnished,300,70,7
Belo Horizonte,75,3,2,1,4,acept,not furnished,600,75,20
São Paulo,220,3,4,3,8,acept,not furnished,2021,996,77
Belo Horizonte,94,3,2,1,1,not acept,furnished,450,125,26
São Paulo,250,4,4,4,15,acept,not furnished,2600,1250,191
São Paulo,167,3,4,2,5,acept,not furnished,2884,732,37
São Paulo,100,3,3,3,-,not acept,not furnished,0,246,38
São Paulo,50,2,1,1,2,acept,not furnished,0,0,23
São Paulo,97,2,2,0,27,not acept,furnished,1100,0,130
São Paulo,145,3,2,1,2,acept,furnished,1017,12,26
Porto Alegre,69,2,2,1,9,acept,not furnished,380,75,31
São Paulo,215,3,4,2,9,not acept,not furnished,1800,450,89
São Paulo,280,4,4,1,1,acept,furnished,3000,292,102
Belo Horizonte,230,4,3,2,8,acept,not furnished,1900,48,74
São Paulo,150,3,2,5,-,acept,not furnished,0,260,35
São Paulo,80,2,1,2,-,acept,not furnished,0,0,24
Rio de Janeiro,26,1,1,0,8,not acept,not furnished,305,0,17
São Paulo,40,1,1,0,-,not acept,not furnished,0,34,10
Rio de Janeiro,125,3,1,2,3,not acept,not furnished,1000,159,29
Campinas,320,3,3,2,9,acept,furnished,2000,340,108
São Paulo,45,1,1,1,12,not acept,not furnished,1088,0,41
São Paulo,70,1,2,1,16,acept,not furnished,1344,125,49
São Paulo,68,2,1,1,9,acept,not furnished,0,0,27
Rio de Janeiro,88,2,3,1,9,not acept,furnished,1614,221,16
Porto Alegre,90,2,2,1,3,not acept,not furnished,400,80,37
São Paulo,170,4,4,3,10,not acept,furnished,2493,750,22
Porto Alegre,40,1,1,0,-,not acept,not furnished,0,0,14
São Paulo,90,1,2,1,12,acept,furnished,1235,58,54
São Paulo,148,3,3,3,13,not acept,furnished,2064,542,31
São Paulo,110,3,3,3,17,acept,furnished,1250,355,58
São Paulo,55,1,1,0,3,not acept,furnished,420,0,24
São Paulo,22,1,1,1,19,not acept,not furnished,500,0,28
Belo Horizonte,580,5,6,5,-,not acept,not furnished,0,1153,246
São Paulo,290,4,5,2,6,acept,not furnished,4300,875,127
Porto Alegre,25,1,1,0,3,acept,not furnished,100,13,12
São Paulo,217,3,5,6,-,acept,not furnished,0,417,76
Belo Horizonte,38,1,1,0,2,not acept,not furnished,0,0,18
São Paulo,162,2,2,3,6,acept,furnished,1500,609,191
São Paulo,63,2,2,1,7,not acept,not furnished,250,0,32
São Paulo,50,1,1,0,-,not acept,not furnished,0,34,19
Porto Alegre,180,3,3,2,3,acept,not furnished,700,175,40
Porto Alegre,98,2,1,0,3,acept,furnished,477,92,27
São Paulo,225,4,3,2,-,acept,not furnished,0,132,61
São Paulo,20,1,1,0,2,not acept,furnished,150,67,40
Rio de Janeiro,32,1,1,1,5,not acept,not furnished,465,0,12
São Paulo,135,3,2,1,4,acept,not furnished,1378,279,42
Campinas,176,3,5,3,3,acept,not furnished,1350,442,66
Rio de Janeiro,140,4,2,1,11,acept,not furnished,2000,167,46
Belo Horizonte,250,4,4,6,7,acept,not furnished,300,834,107
São Paulo,63,3,2,1,8,acept,not furnished,440,10,42
São Paulo,600,3,3,3,9,acept,not furnished,6826,2860,191
São Paulo,30,1,1,0,2,not acept,not furnished,349,0,23
São Paulo,300,3,4,1,-,acept,not furnished,0,542,68
São Paulo,280,3,3,2,-,acept,not furnished,0,250,53
São Paulo,35,1,1,0,-,acept,not furnished,0,30,14
São Paulo,35,1,1,0,-,acept,not furnished,0,30,14
Campinas,45,1,1,1,16,not acept,furnished,450,105,50
Rio de Janeiro,131,3,2,2,3,acept,not furnished,2800,500,129
São Paulo,35,2,1,0,1,acept,not furnished,190,0,17
Porto Alegre,200,3,3,2,-,acept,not furnished,1,175,107
Porto Alegre,47,1,1,1,3,not acept,furnished,400,0,33
São Paulo,330,4,5,4,-,acept,not furnished,0,274,61
Campinas,50,1,1,1,2,not acept,not furnished,718,13,21
São Paulo,142,4,4,3,15,not acept,not furnished,1661,559,37
São Paulo,114,3,1,0,-,acept,not furnished,0,150,39
São Paulo,300,4,3,4,9,acept,not furnished,2400,0,191
São Paulo,63,2,2,1,20,acept,not furnished,784,136,58
